traj_ind,is_fail_linear_any,is_fail_log_any,is_fail_linear_all,is_fail_log_all,is_fail_linear_half,is_fail_log_half,num_time_fails_linear,num_time_fails_log
1,true,true,false,false,true,false,6,2
2,true,true,false,false,true,false,5,3
3,true,true,false,false,true,true,6,4
4,true,true,false,false,true,false,4,3
5,true,true,false,false,true,true,6,4
6,true,true,false,false,true,false,4,2
7,true,true,false,false,false,false,3,2
8,true,true,false,false,true,true,4,4
9,true,true,false,false,true,false,4,3
10,true,true,false,false,true,false,4,3
11,true,true,false,false,true,true,4,4
12,true,true,false,false,true,true,6,5
13,true,true,false,false,false,false,3,3
14,true,true,false,false,true,true,6,4
15,true,true,false,false,true,true,4,4
16,true,true,false,false,false,false,3,3
17,true,true,false,false,true,true,4,4
18,true,true,false,false,false,false,3,2
19,true,true,false,false,true,false,5,2
20,true,true,false,false,true,false,4,2
21,true,true,false,false,true,false,5,2
22,true,true,false,false,true,true,5,4
23,true,true,false,false,true,false,5,3
24,true,true,false,false,true,true,5,6
25,true,true,false,false,true,true,5,4
26,true,true,false,false,true,true,5,4
27,true,true,false,false,true,false,6,3
28,true,true,false,false,true,false,4,2
29,true,true,false,false,true,false,5,3
30,true,true,false,false,true,false,6,3
31,true,true,false,false,true,false,5,3
32,true,true,false,false,true,false,5,3
33,true,true,false,false,false,false,3,2
34,true,true,false,false,true,true,6,6
35,true,true,false,false,true,false,5,2
36,true,true,false,false,true,true,5,4
37,true,true,false,false,true,true,6,4
38,true,true,false,false,false,false,3,3
39,true,true,false,false,true,true,5,4
40,true,true,false,false,false,false,2,3
41,true,true,false,false,true,true,5,4
42,true,true,false,false,true,true,5,4
43,true,true,false,false,true,false,6,2
44,true,true,false,false,true,true,6,4
45,true,true,false,false,true,false,4,3
46,true,true,false,false,true,false,5,3
47,true,true,false,false,true,false,5,2
48,true,true,false,false,true,true,4,4
49,true,true,false,false,true,false,5,2
50,true,true,false,false,true,true,4,4
51,true,true,false,false,true,false,5,3
52,true,true,false,false,true,false,5,2
53,true,true,false,false,true,true,6,6
54,true,true,false,false,true,true,5,5
55,true,true,false,false,false,false,3,2
56,true,true,false,false,true,false,5,3
57,true,true,false,false,true,true,5,5
58,true,true,false,false,true,false,5,3
59,true,true,false,false,true,false,4,3
60,true,true,false,false,true,false,6,3
61,true,true,false,false,true,true,6,4
62,true,true,false,false,true,false,5,2
63,true,true,false,false,true,false,4,2
64,true,true,false,false,true,true,6,6
65,true,true,false,false,true,true,5,4
66,true,true,false,false,false,false,2,1
67,true,true,false,false,true,false,4,3
68,true,true,false,false,true,true,5,4
69,true,true,false,false,true,false,4,2
70,true,true,false,false,true,false,5,3
71,true,true,false,false,true,true,6,4
72,true,true,false,false,true,false,5,2
73,true,true,false,false,false,false,3,1
74,true,true,false,false,true,true,6,5
75,true,true,false,false,false,false,3,3
76,true,true,false,false,true,false,5,3
77,true,true,false,false,true,true,6,5
78,true,true,false,false,true,false,6,3
79,true,true,false,false,true,true,5,4
80,true,true,false,false,true,false,4,2
81,true,true,false,false,true,true,5,5
82,true,true,false,false,true,false,5,3
83,true,true,false,false,true,true,6,5
84,true,true,false,false,true,true,6,5
85,true,true,false,false,true,true,4,4
86,true,true,false,false,true,false,5,2
87,true,true,false,false,true,true,5,4
88,true,true,false,false,true,false,4,2
89,true,true,false,false,true,false,5,2
90,true,true,false,false,true,false,4,2
91,true,true,false,false,true,false,5,3
92,true,true,false,false,true,false,4,3
93,true,true,false,false,true,false,4,3
94,true,true,false,false,true,true,5,4
95,true,true,false,false,true,false,6,3
96,true,true,false,false,true,false,5,3
97,true,true,false,false,true,false,5,3
98,true,true,false,false,true,false,5,3
99,true,true,false,false,true,false,5,3
100,true,true,false,false,true,false,5,3
